,武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親,武将姓名,列伝,父親有無,母親有無,志区分
1941,西尾,嘉教,38,40,37,38,32,78,70,185,-,にしお,よしのり,1590年,1605年,1623年,34,-,所領拡大,臨戦,万全,囮挑発,実利,7,-,西尾嘉教,木下吉隆の次男という。祖父・光教の後嗣となる。大坂冬の陣に祖父とともに参陣。祖父の死により美濃揖斐藩を継ぎ、夏の陣では大和方面軍三番手を務めた。,0,0,0
1942,堀,利重,49,72,46,36,37,121,73,240,堀秀重,ほり,とししげ,1581年,1596年,1638年,58,-,領地保全,奮闘,強撃,全軍突撃,勲功,8,-,堀利重,秀政の弟。徳川秀忠に仕えた。関ヶ原合戦では上田城攻めに奮戦。のち大久保忠隣失脚に連座して改易されるが、大坂の陣で活躍。罪を許され、大名となった。,1,0,0
1943,松平,信綱,84,67,89,90,87,151,177,417,-,まつだいら,のぶつな,1596年,1611年,1662年,67,-,家名存続,策士,参謀,神出鬼没,才覚,5,-,松平信綱,大河内久綱の長男。徳川家光に仕えて小姓から老中にまで出世し、「知恵伊豆」の異名を取った。島原の乱では総大将を務め、鎮圧に成功した。,0,0,0
1944,松平,直政,64,69,73,58,67,133,125,331,松平秀康,まつだいら,なおまさ,1601年,1613年,1666年,66,-,所領拡大,叱咤,伏兵,神出鬼没,勲功,8,-,松平直政,結城秀康の三男。大坂の陣で、祖父・徳川家康の目にかなうよう、兄・松平忠直に属して奮戦。戦後、大名となる。「油口」と呼ばれるほど弁が立った。,1,0,0
1945,亀田,高綱,47,64,52,47,46,111,93,256,-,かめだ,たかつな,1558年,1573年,1633年,76,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,6,-,亀田高綱,浅野家臣。関ヶ原合戦などで軍功多く、大坂夏の陣の樫井の戦いでは塙団右衛門を討ち取るが、その功を他人のものとされた。のち上田重安と争い、下野した。,0,0,0
1946,小林,良道,33,39,46,47,43,72,90,208,-,こばやし,よしみち,1514年,1529年,1563年,50,-,領地保全,気勢崩し,堅固,囮挑発,家名,6,-,小林良道,松前家臣。蝦夷の豪族。アイヌの大酋長コシャマインに攻められて死んだ志苔館主・小林良景の曾孫。１５４３年、若狭武田家に使者として派遣された。,0,0,0
1947,松前,景広,49,43,55,59,57,92,116,263,蠣崎慶広,まつまえ,かげひろ,1600年,1614年,1658年,59,-,家名存続,死兵,万全,囮挑発,家名,4,-,松前景広,松前家臣。慶広の七男。松前氏が先祖とする新羅三郎義光にちなみ新羅大明神の社を建て、松前氏代々のアイヌとの戦いの記録『新羅之記録』を著した。,1,0,0
1948,酒井,広種,47,60,48,42,42,107,84,239,-,さかい,ひろたね,1602年,1617年,1637年,36,-,所領拡大,奮闘,強撃,全軍突撃,家名,3,-,酒井広種,松前家臣。父の代に蝦夷に移住し、松前公広に小姓として仕えた。のちに町奉行となる。福山館の火事から公広を救出したが、その時の火傷が元で死去した。,0,0,0
1949,石田,重成,48,28,47,62,54,76,116,239,石田三成,いしだ,しげなり,1589年,1604年,1641年,53,-,所領拡大,激励,堅固,囮挑発,勲功,7,-,石田重成,三成の次男。関ヶ原合戦の後、津軽信建の助けで津軽へ逃れ、杉山源吾と名を変えて逼塞。一説に津軽家に仕えたともいう。子孫は津軽家重臣として続いた。,1,0,0
1950,七戸,家国,47,57,52,35,40,104,75,231,-,しちのへ,いえくに,1539年,1554年,1591年,53,-,領地保全,早駆け,猛攻,本陣斬込,家名,8,-,七戸家国,南部家臣。津軽為信の攻勢を受け、平内領を失う。九戸政実の乱に加わり、近隣諸城を攻略した。奥州仕置軍の攻撃を受けて降伏し、処刑された。,0,0,0
1951,石亀,信房,52,48,48,42,42,100,84,232,南部政康,いしがめ,のぶふさ,1499年,1514年,1583年,85,-,家名存続,挟撃巧者,疾走,神出鬼没,家名,8,-,石亀信房,南部家２２代当主・南部政康の四男。兄の南部安信から石亀の地を与えられ、石亀姓を名乗った。不来方城主を務め、南方の斯波家に備えた。,1,0,0
1952,田鎖,光守,32,43,37,34,30,75,64,176,-,たぐさり,みつもり,1557年,1572年,1627年,71,-,所領拡大,突撃,速攻,全軍突撃,家名,7,-,田鎖光守,田鎖家は奥州の名族・閉伊源氏の宗家で南部家と争っていた。豊臣秀吉の奥州仕置により南部信直に属す。遠征の留守中南部家に居城・田鎖城を破却された。,0,0,0
1953,南部,政直,39,33,55,46,48,72,94,221,石川利直,なんぶ,まさなお,1599年,1614年,1624年,26,-,天下統一,足止め,回避,神出鬼没,家名,3,-,南部政直,利直の次男。利直が家臣・柏山明助を毒殺しようとした際、明助の警戒を払拭するため、あえて父の勧める毒酒を先に飲んで見せ、明助暗殺を成功させ死んだ。,1,0,0
1954,北,愛一,58,54,71,72,73,112,145,328,北信愛,きた,ちかかず,1553年,1568年,1634年,82,-,領地保全,叱咤,伏兵,神出鬼没,才覚,6,-,北愛一,南部家臣。信愛の子。九戸政実の乱の後陸奥寺田城主となって寺田北家を立てたため、父の花巻北家が断絶したとき後を継がなかった。大坂の陣に従軍。,1,0,0
1955,山岡,重長,74,53,64,61,64,127,125,316,-,やまおか,しげなが,1553年,1568年,1626年,74,-,家名存続,急襲,復帰,囮挑発,才覚,7,-,山岡重長,伊達家臣。大崎合戦の軍目付、岩崎城代を務め、葛西大崎一揆鎮圧で武功を上げた。関ヶ原合戦で白石城攻略に活躍。戦後、徳川家康への戦勝の使者を務めた。,0,0,0
1956,湯目,景康,68,52,73,71,73,120,144,337,-,ゆのめ,かげやす,1564年,1579年,1638年,75,-,所領拡大,策士,強撃,神出鬼没,家名,4,-,湯目景康,伊達家臣。人取橋合戦、摺上原合戦、葛西大崎一揆鎮圧に参加。伊達政宗が秀次事件に連座させられそうになったときには豊臣秀吉に直訴して弁明に努めた。,0,0,0
1957,後藤,寿庵,66,61,70,77,76,127,153,350,-,ごとう,じゅあん,1577年,1592年,1638年,62,-,家名存続,死兵,万全,囮挑発,実利,7,-,後藤寿庵,葛西家臣。主家滅亡後、五島列島でキリシタンとなり、姓を五島とする。支倉常長を介し政宗に仕えて鉄砲隊を率いた。また大規模用水路「寿庵堰」を造った。,0,0,0
1958,相馬,隆胤,37,46,44,40,38,83,78,205,相馬盛胤,そうま,たかたね,1551年,1566年,1590年,40,-,領地保全,突撃,速攻,全軍突撃,実利,8,-,相馬隆胤,盛胤の次男。中村城代を務めた。伊達家との戦いで戦死した。勇猛な武将だったが「小利を貪ってついには大利を失うであろう」と言われていたという。,1,0,0
1959,木幡,継清,43,55,45,35,36,98,71,214,木幡某,こばた,つぐきよ,1534年,1549年,1618年,85,-,家名存続,死兵,復帰,全軍突撃,家名,7,-,木幡継清,相馬家臣。大膳、因幡と称した。盛胤・義胤・利胤と相馬家３代に仕えた老臣。各地の合戦に従軍し、たびたび軍功を立て活躍した。,1,0,0
1960,清野,長範,48,43,59,71,66,91,137,287,平田舜範,きよの,ながのり,1573年,1588年,1634年,62,-,所領拡大,激励,堅固,囮挑発,才覚,6,-,清野長範,上杉家臣。蘆名四天王・平田舜範の子。人質として上杉家に入り、上杉景勝に才を見いだされ近侍となる。景勝、定勝の信任厚く、米沢奉行に任じられた。,1,0,0
1961,二本松,義孝,40,37,51,51,49,77,100,228,二本松義継,にほんまつ,よしたか,1576年,1591年,1655年,80,-,家名存続,気勢崩し,堅固,囮挑発,実利,8,-,二本松義孝,義継の次男。二本松家滅亡後、会津に逃れ、蘆名家を頼る。蘆名家滅亡後は上杉家に仕え、慶長出羽合戦に参戦。その後会津に入った蒲生家、加藤家に仕えた。,1,0,0
1962,蒲生,忠知,50,30,38,59,46,80,105,223,蒲生秀行,がもう,ただとも,1604年,1619年,1634年,31,-,領地保全,激励,堅固,囮挑発,才覚,9,-,蒲生忠知,秀行の次男。兄・忠郷の早世で断絶した蒲生家を幕府の計らいで再興、伊予松山２４万石を領した。しかし、忠知も早世し、嗣子なく、蒲生家は再び断絶した。,1,0,0
1963,大高,光忠,38,27,55,50,51,65,101,221,-,おおたか,みつただ,1529年,1544年,1587年,59,-,家名存続,足止め,回避,神出鬼没,実利,8,-,大高光忠,安東家臣。外交に活躍。１５５８年、南部家と和睦交渉にあたった。１５８９年の湊騒動の際には、由利十二党の赤尾津家を味方につけるべく使者に立った。,0,0,0
1964,仁賀保,挙晴,42,49,37,44,37,91,81,209,-,にかほ,たかはる,1523年,1538年,1591年,69,-,所領拡大,突撃,速攻,全軍突撃,実利,9,-,仁賀保挙晴,由利十二党の一。最上義光と争う。奥州仕置で出羽由利郡南部の領有を認められた。関ヶ原合戦後、移封。しかし奮戦がのちに評価され、旧領に復帰した。,0,0,0
1965,戸沢,政房,43,74,43,34,34,117,68,228,-,とざわ,まさふさ,1560年,1575年,1633年,74,-,所領拡大,急襲,猛攻,全軍突撃,家名,7,-,戸沢政房,戸沢家臣。南部家出身という。九戸の乱で主君・光盛に従って出陣し奮戦。豊臣秀次の目にとまり、大坂に召し出されるが、秀次事件により帰国した。,0,0,0
1966,松根,光広,45,39,53,45,46,84,91,228,長瀞義保,まつね,みつひろ,1589年,1604年,1672年,84,-,領地保全,足止め,回避,神出鬼没,実利,6,-,松根光広,最上家臣。最上義光の甥。六十里越街道の要所を守った。義光の子・家親の死に際して、楯岡光直の毒殺だと主張したが敗れ、立花宗茂のもとに流された。,1,0,0
1967,矢田野,義正,74,65,63,57,60,139,117,319,-,やだの,よしまさ,1565年,1580年,1623年,59,-,家名存続,臥薪嘗胆,伏兵,本陣斬込,家名,5,-,矢田野義正,二階堂家臣。郡山合戦で伊達家と戦い活躍。伊達政宗が二階堂家を滅ぼした時にも居城に籠もって徹底抗戦し撃退。豊臣秀吉もその武勇を賞賛したという。,0,0,0
1968,小場,義成,66,60,60,59,61,126,120,306,小場義宗,おば,よしなり,1569年,1584年,1634年,66,-,所領拡大,急襲,復帰,囮挑発,家名,4,-,小場義成,佐竹一門・佐竹西家当主。佐竹義昭の三男・義宗の子。佐竹家の秋田転封後、浅利家残党の反乱を鎮圧。南部家、津軽家への抑えとして、大館城を任された。,1,0,0
1969,高瀬,忠行,52,34,68,44,54,86,98,252,-,たかせ,ただゆき,1533年,1548年,1581年,49,-,領地保全,策士,強撃,神出鬼没,家名,7,-,高瀬忠行,佐野家臣。下野免鳥城代。佐野宗綱の戦死後、佐野家中を重臣の合議で経営し、佐野氏忠を支えたと伝わる。一方で、長尾顕長に攻められ戦死したという説も。,0,0,0
1970,安中,重繁,34,40,42,32,32,74,64,180,-,あんなか,しげしげ,1512年,1527年,1564年,53,-,領地保全,突撃,速攻,全軍突撃,実利,8,-,安中重繁,山内上杉家臣。上野碓氷郡を支配した国人。安中城、松井田城を居城としたが、武田信玄の上野侵攻軍に降伏。嫡男・景繁に家督を譲らされ、隠居した。,0,0,0
1971,佐野,弘綱,37,25,38,40,36,62,76,176,-,さの,ひろつな,1517年,1532年,1566年,50,-,家名存続,気勢崩し,堅固,囮挑発,家名,5,-,佐野弘綱,小弓公方足利家臣。主君・義明の奏者を務めた。第一次国府台合戦で敗れ、義明が討死すると、義明の末子・頼純を連れて落ちのび、里見義堯を頼った。,0,0,0
1972,北条,氏重,58,44,48,52,48,102,100,250,保科正直,ほうじょう,うじしげ,1595年,1610年,1658年,64,北条氏勝,所領拡大,用心,斥候,神出鬼没,家名,8,-,北条氏重,保科正直の四男。母は徳川家康の異父妹の多劫姫。北条綱成の孫・氏勝の養子となって後を継ぐ。大坂冬の陣では岡崎城を守備した。孫に大岡忠相がいる。,1,0,0
1973,堀田,作兵衛,58,64,52,39,42,122,81,255,-,ほった,さくべえ,1570年,1585年,1615年,46,-,所領拡大,突撃,速攻,全軍突撃,才覚,3,-,堀田作兵衛,真田家臣。真田幸村の側室・阿梅の兄。幸村長女・菊を養女として育て、嫁がせた。大坂の陣では信濃から幸村の元へ駆けつけ、ともに戦い、討死した。,0,0,0
1974,高梨,内記,62,59,59,64,63,121,127,307,-,たかなし,ないき,1560年,1575年,1615年,56,-,領地保全,急襲,復帰,囮挑発,才覚,4,-,高梨内記,真田家臣。娘は真田幸村の側室。九度山に真田昌幸・幸村父子が流されたときに同行。昌幸死後も残って幸村に仕えた。大坂夏の陣で討死。,0,0,0
1975,室賀,正武,51,44,69,43,54,95,97,261,-,むろが,まさたけ,1552年,1567年,1584年,33,-,家名存続,足止め,回避,神出鬼没,実利,9,-,室賀正武,北信濃の豪族。武田家滅亡後は森長可に仕え芋川一揆鎮圧に活躍。本能寺の変後は徳川家康に属し、真田昌幸と対立。昌幸抹殺を謀るが、逆に暗殺された。,0,0,0
1976,孕石,元成,54,50,47,52,47,104,99,250,-,はらみいし,もとしげ,1563年,1578年,1632年,70,-,所領拡大,用心,斥候,神出鬼没,家名,9,-,孕石元成,元泰の子。はじめ父とともに今川家に仕え、その後武田家に属す。武田家滅亡後浪人し、小田原征伐で奮戦して山内一豊に召し抱えられた。,0,0,0
1977,五藤,為重,60,42,48,54,49,102,103,253,-,ごとう,ためしげ,1558年,1573年,1629年,72,-,家名存続,太鼓持ち,万全,囮挑発,勲功,4,-,五藤為重,山内家臣。山内一豊に従って、ほとんどの合戦に出陣。天正大地震では一豊の妻を救出した。その後も小田原征伐、関ヶ原合戦などで武功を立てた。,0,0,0
1978,麻生野,直盛,39,36,33,42,33,75,75,183,江馬時経,あそや,なおもり,1508年,1523年,1568年,61,-,領地保全,用心,斥候,神出鬼没,実利,9,-,麻生野直盛,飛騨の豪族。江馬時経の次男。江馬時盛の弟にあたる。麻生野の洞城を居城としたため、麻生野姓を称した。時盛と子・慶盛はのちに甥・江馬輝盛に殺された。,1,0,0
1979,小浜,景隆,58,65,47,39,39,123,78,248,-,おはま,かげたか,1540年,1555年,1597年,58,-,家名存続,最大戦速,水戦,川舟移動,実利,8,-,小浜景隆,志摩海賊衆。伊勢北畠家に属す。九鬼嘉隆に敗れ志摩を追われ、武田信玄に招かれて武田家の船大将となる。武田家滅亡後は徳川家に仕え、船手大将を務めた。,0,0,0
1980,三木,近綱,53,55,38,32,30,108,62,208,三木自綱,みつき,ちかつな,1574年,1589年,1629年,56,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,7,-,三木近綱,姉小路頼綱の末子。豊臣秀吉に姉小路家が滅ぼされた時、他家に人質に出ていて生き残る。大坂の陣で徳川家に仕え、敵中で奮戦。戦後５百石を与えられた。,1,0,0
